2017-09-07 13:26:30   mouse movement trajectory: ( 66, 550 )
2017-09-07 13:27:19   mouse movement trajectory: ( 132, 340 )
2017-09-07 13:27:19   mouse movement trajectory: ( 132, 340 )
2017-09-07 13:27:19   mouse movement trajectory: ( 132, 340 )
2017-09-07 13:27:19   mouse movement trajectory: ( 132, 340 )
2017-09-07 13:27:19   mouse movement trajectory: ( 132, 340 )
2017-09-07 13:27:19   mouse movement trajectory: ( 130, 336 )
2017-09-07 13:27:19   mouse movement trajectory: ( 836, 2 )
2017-09-07 13:27:19   mouse movement trajectory: ( 130, 336 )
2017-09-07 13:27:19   mouse movement trajectory: ( 130, 336 )
2017-09-07 13:27:19   mouse movement trajectory: ( 130, 336 )
2017-09-07 13:27:19   mouse movement trajectory: ( 130, 336 )
2017-09-07 13:27:19   mouse movement trajectory: ( 126, 326 )
2017-09-07 13:27:19   mouse movement trajectory: ( 126, 326 )
2017-09-07 13:27:19   mouse movement trajectory: ( 834, 6 )
2017-09-07 13:27:19   mouse movement trajectory: ( 126, 326 )
2017-09-07 13:27:19   mouse movement trajectory: ( 126, 326 )
2017-09-07 13:27:20   mouse movement trajectory: ( 126, 326 )
2017-09-07 13:27:20   mouse movement trajectory: ( 126, 326 )
2017-09-07 13:27:20   mouse movement trajectory: ( 126, 326 )
2017-09-07 13:27:20   mouse movement trajectory: ( 126, 326 )
2017-09-07 13:27:20   mouse movement trajectory: ( 832, 10 )
2017-09-07 13:27:20   mouse movement trajectory: ( 124, 320 )
2017-09-07 14:08:56   mouse movement trajectory: ( 160, 356 )
2017-09-07 14:08:56   mouse movement trajectory: ( 160, 356 )
2017-09-07 14:08:56   mouse movement trajectory: ( 160, 356 )
2017-09-07 14:08:56   mouse movement trajectory: ( 162, 364 )
2017-09-07 14:08:56   mouse movement trajectory: ( 160, 356 )
2017-09-07 14:08:56   mouse movement trajectory: ( 162, 366 )
2017-09-07 14:08:57   mouse movement trajectory: ( 162, 370 )
2017-09-07 14:08:57   mouse movement trajectory: ( 160, 370 )
2017-09-07 14:08:57   mouse movement trajectory: ( 148, 368 )
2017-09-07 14:08:57   mouse movement trajectory: ( 144, 366 )
2017-09-07 14:08:57   mouse movement trajectory: ( 136, 358 )
2017-09-07 14:08:57   mouse movement trajectory: ( 130, 350 )
2017-09-07 14:08:57   mouse movement trajectory: ( 128, 346 )
2017-09-07 14:08:57   mouse movement trajectory: ( 128, 330 )
2017-09-07 14:08:57   mouse movement trajectory: ( 132, 306 )
2017-09-07 14:08:57   mouse movement trajectory: ( 138, 294 )
2017-09-07 14:08:57   mouse movement trajectory: ( 144, 286 )
2017-09-07 14:08:57   mouse movement trajectory: ( 152, 282 )
2017-09-07 14:08:57   mouse movement trajectory: ( 158, 282 )
2017-09-07 14:08:57   mouse movement trajectory: ( 166, 290 )
2017-09-07 14:08:57   mouse movement trajectory: ( 180, 330 )
2017-09-07 14:08:57   mouse movement trajectory: ( 184, 358 )
2017-09-07 14:08:57   mouse movement trajectory: ( 162, 364 )
2017-09-07 14:08:58   mouse movement trajectory: ( 186, 416 )
2017-09-07 14:08:58   mouse movement trajectory: ( 160, 356 )
2017-09-07 14:08:58   mouse movement trajectory: ( 182, 470 )
2017-09-07 14:08:58   mouse movement trajectory: ( 162, 366 )
2017-09-07 14:08:58   mouse movement trajectory: ( 180, 480 )
2017-09-07 14:08:58   mouse movement trajectory: ( 176, 486 )
2017-09-07 14:08:58   mouse movement trajectory: ( 174, 488 )
2017-09-07 14:08:58   mouse movement trajectory: ( 168, 488 )
2017-09-07 14:08:58   mouse movement trajectory: ( 146, 452 )
2017-09-07 14:08:58   mouse movement trajectory: ( 134, 418 )
2017-09-07 14:08:58   mouse movement trajectory: ( 122, 374 )
2017-09-07 14:08:58   mouse movement trajectory: ( 122, 354 )
2017-09-07 14:08:59   mouse movement trajectory: ( 124, 320 )
2017-09-07 14:08:59   mouse movement trajectory: ( 130, 296 )
2017-09-07 14:08:59   mouse movement trajectory: ( 136, 284 )
2017-09-07 14:08:59   mouse movement trajectory: ( 138, 278 )
2017-09-07 14:08:59   mouse movement trajectory: ( 150, 270 )
2017-09-07 14:08:59   mouse movement trajectory: ( 166, 266 )
2017-09-07 14:08:59   mouse movement trajectory: ( 172, 266 )
2017-09-07 14:08:59   mouse movement trajectory: ( 162, 370 )
2017-09-07 14:08:59   mouse movement trajectory: ( 160, 370 )
2017-09-07 14:08:59   mouse movement trajectory: ( 182, 276 )
2017-09-07 14:08:59   mouse movement trajectory: ( 148, 368 )
2017-09-07 14:08:59   mouse movement trajectory: ( 196, 326 )
2017-09-07 14:08:59   mouse movement trajectory: ( 144, 366 )
2017-09-07 14:08:59   mouse movement trajectory: ( 198, 358 )
2017-09-07 14:08:59   mouse movement trajectory: ( 136, 358 )
2017-09-07 14:08:59   mouse movement trajectory: ( 192, 418 )
2017-09-07 14:08:59   mouse movement trajectory: ( 130, 350 )
2017-09-07 14:08:59   mouse movement trajectory: ( 190, 432 )
2017-09-07 14:08:59   mouse movement trajectory: ( 184, 444 )
2017-09-07 14:08:59   mouse movement trajectory: ( 184, 446 )
2017-09-07 14:09:00   mouse movement trajectory: ( 176, 448 )
2017-09-07 14:09:00   mouse movement trajectory: ( 162, 448 )
2017-09-07 14:09:00   mouse movement trajectory: ( 106, 352 )
2017-09-07 14:09:00   mouse movement trajectory: ( 104, 302 )
2017-09-07 14:09:00   mouse movement trajectory: ( 112, 254 )
2017-09-07 14:09:00   mouse movement trajectory: ( 122, 234 )
2017-09-07 14:09:00   mouse movement trajectory: ( 132, 216 )
2017-09-07 14:09:00   mouse movement trajectory: ( 144, 200 )
2017-09-07 14:09:00   mouse movement trajectory: ( 162, 188 )
2017-09-07 14:09:00   mouse movement trajectory: ( 176, 186 )
2017-09-07 14:09:00   mouse movement trajectory: ( 182, 190 )
2017-09-07 14:09:00   mouse movement trajectory: ( 128, 346 )
2017-09-07 14:09:00   mouse movement trajectory: ( 196, 206 )
2017-09-07 14:09:00   mouse movement trajectory: ( 128, 330 )
2017-09-07 14:09:00   mouse movement trajectory: ( 208, 224 )
2017-09-07 14:09:00   mouse movement trajectory: ( 224, 276 )
2017-09-07 14:09:00   mouse movement trajectory: ( 228, 292 )
2017-09-07 14:09:01   mouse movement trajectory: ( 132, 306 )
2017-09-07 14:09:01   mouse movement trajectory: ( 232, 306 )
2017-09-07 14:09:01   mouse movement trajectory: ( 138, 294 )
2017-09-07 14:09:01   mouse movement trajectory: ( 232, 314 )
2017-09-07 14:09:01   mouse movement trajectory: ( 144, 286 )
2017-09-07 14:09:01   mouse movement trajectory: ( 232, 316 )
2017-09-07 14:09:01   mouse movement trajectory: ( 222, 322 )
2017-09-07 14:09:01   mouse movement trajectory: ( 196, 330 )
2017-09-07 14:09:01   mouse movement trajectory: ( 176, 332 )
2017-09-07 14:09:01   mouse movement trajectory: ( 164, 324 )
2017-09-07 14:09:01   mouse movement trajectory: ( 160, 320 )
2017-09-07 14:09:01   mouse movement trajectory: ( 160, 310 )
2017-09-07 14:09:01   mouse movement trajectory: ( 166, 298 )
2017-09-07 14:09:01   mouse movement trajectory: ( 176, 286 )
2017-09-07 14:09:01   mouse movement trajectory: ( 176, 286 )
2017-09-07 14:09:01   mouse movement trajectory: ( 176, 286 )
2017-09-07 14:09:02   mouse movement trajectory: ( 176, 286 )
2017-09-07 14:09:02   mouse movement trajectory: ( 176, 286 )
2017-09-07 14:09:02   mouse movement trajectory: ( 176, 286 )
2017-09-07 14:09:02   mouse movement trajectory: ( 216, 256 )
2017-09-07 14:09:02   mouse movement trajectory: ( 258, 238 )
2017-09-07 14:09:02   mouse movement trajectory: ( 284, 234 )
2017-09-07 14:09:02   mouse movement trajectory: ( 294, 234 )
2017-09-07 14:09:02   mouse movement trajectory: ( 152, 282 )
2017-09-07 14:09:02   mouse movement trajectory: ( 318, 244 )
2017-09-07 14:09:02   mouse movement trajectory: ( 320, 248 )
2017-09-07 14:09:02   mouse movement trajectory: ( 158, 282 )
2017-09-07 14:09:02   mouse movement trajectory: ( 166, 290 )
2017-09-07 14:09:02   mouse movement trajectory: ( 326, 252 )
2017-09-07 14:09:02   mouse movement trajectory: ( 180, 330 )
2017-09-07 14:09:02   mouse movement trajectory: ( 326, 254 )
2017-09-07 14:09:02   mouse movement trajectory: ( 184, 358 )
2017-09-07 14:09:02   mouse movement trajectory: ( 162, 364 )
2017-09-07 14:09:02   mouse movement trajectory: ( 328, 256 )
2017-09-07 14:09:03   mouse movement trajectory: ( 330, 258 )
2017-09-07 14:09:03   mouse movement trajectory: ( 330, 260 )
2017-09-07 14:09:03   mouse movement trajectory: ( 330, 262 )
2017-09-07 14:09:03   mouse movement trajectory: ( 330, 268 )
2017-09-07 14:09:03   mouse movement trajectory: ( 330, 272 )
2017-09-07 14:09:03   mouse movement trajectory: ( 186, 416 )
2017-09-07 14:09:03   mouse movement trajectory: ( 330, 274 )
2017-09-07 14:09:03   mouse movement trajectory: ( 330, 278 )
2017-09-07 14:09:03   mouse movement trajectory: ( 160, 356 )
2017-09-07 14:09:03   mouse movement trajectory: ( 330, 280 )
2017-09-07 14:09:03   mouse movement trajectory: ( 182, 470 )
2017-09-07 14:09:03   mouse movement trajectory: ( 330, 284 )
2017-09-07 14:09:03   mouse movement trajectory: ( 162, 366 )
2017-09-07 14:09:03   mouse movement trajectory: ( 330, 286 )
2017-09-07 14:09:03   mouse movement trajectory: ( 180, 480 )
2017-09-07 14:09:03   mouse movement trajectory: ( 176, 486 )
2017-09-07 14:09:03   mouse movement trajectory: ( 174, 488 )
2017-09-07 14:09:03   mouse movement trajectory: ( 168, 488 )
2017-09-07 14:09:04   mouse movement trajectory: ( 146, 452 )
2017-09-07 14:09:04   mouse movement trajectory: ( 134, 418 )
2017-09-07 14:09:04   mouse movement trajectory: ( 122, 374 )
2017-09-07 14:09:04   mouse movement trajectory: ( 122, 354 )
2017-09-07 14:09:04   mouse movement trajectory: ( 124, 320 )
2017-09-07 14:09:04   mouse movement trajectory: ( 130, 296 )
2017-09-07 14:09:04   mouse movement trajectory: ( 136, 284 )
2017-09-07 14:09:04   mouse movement trajectory: ( 138, 278 )
2017-09-07 14:09:04   mouse movement trajectory: ( 150, 270 )
2017-09-07 14:09:04   mouse movement trajectory: ( 166, 266 )
2017-09-07 14:09:04   mouse movement trajectory: ( 172, 266 )
2017-09-07 14:09:04   mouse movement trajectory: ( 162, 370 )
2017-09-07 14:09:04   mouse movement trajectory: ( 160, 370 )
2017-09-07 14:09:04   mouse movement trajectory: ( 182, 276 )
2017-09-07 14:09:05   mouse movement trajectory: ( 148, 368 )
2017-09-07 14:09:05   mouse movement trajectory: ( 196, 326 )
2017-09-07 14:09:05   mouse movement trajectory: ( 144, 366 )
2017-09-07 14:09:05   mouse movement trajectory: ( 198, 358 )
2017-09-07 14:09:05   mouse movement trajectory: ( 136, 358 )
2017-09-07 14:09:05   mouse movement trajectory: ( 192, 418 )
2017-09-07 14:09:05   mouse movement trajectory: ( 130, 350 )
2017-09-07 14:09:05   mouse movement trajectory: ( 190, 432 )
2017-09-07 14:09:05   mouse movement trajectory: ( 184, 444 )
2017-09-07 14:09:05   mouse movement trajectory: ( 184, 446 )
2017-09-07 14:09:05   mouse movement trajectory: ( 176, 448 )
2017-09-07 14:09:05   mouse movement trajectory: ( 162, 448 )
2017-09-07 14:09:05   mouse movement trajectory: ( 106, 352 )
2017-09-07 14:09:05   mouse movement trajectory: ( 104, 302 )
2017-09-07 14:09:05   mouse movement trajectory: ( 112, 254 )
2017-09-07 14:09:05   mouse movement trajectory: ( 122, 234 )
2017-09-07 14:09:06   mouse movement trajectory: ( 132, 216 )
2017-09-07 14:09:06   mouse movement trajectory: ( 144, 200 )
2017-09-07 14:09:06   mouse movement trajectory: ( 162, 188 )
2017-09-07 14:09:06   mouse movement trajectory: ( 176, 186 )
2017-09-07 14:09:06   mouse movement trajectory: ( 182, 190 )
2017-09-07 14:09:06   mouse movement trajectory: ( 128, 346 )
2017-09-07 14:09:06   mouse movement trajectory: ( 196, 206 )
2017-09-07 14:09:06   mouse movement trajectory: ( 128, 330 )
2017-09-07 14:09:06   mouse movement trajectory: ( 208, 224 )
2017-09-07 14:09:06   mouse movement trajectory: ( 224, 276 )
2017-09-07 14:09:06   mouse movement trajectory: ( 228, 292 )
2017-09-07 14:09:06   mouse movement trajectory: ( 132, 306 )
2017-09-07 14:09:06   mouse movement trajectory: ( 232, 306 )
2017-09-07 14:09:06   mouse movement trajectory: ( 138, 294 )
2017-09-07 14:09:06   mouse movement trajectory: ( 232, 314 )
2017-09-07 14:39:07   mouse movement trajectory: ( 328, 286 )
2017-09-07 14:39:07   mouse movement trajectory: ( 314, 294 )
2017-09-07 14:39:07   mouse movement trajectory: ( 294, 304 )
2017-09-07 14:39:07   mouse movement trajectory: ( 284, 306 )
2017-09-07 14:39:07   mouse movement trajectory: ( 276, 308 )
2017-09-07 14:39:07   mouse movement trajectory: ( 328, 286 )
2017-09-07 14:39:07   mouse movement trajectory: ( 256, 312 )
2017-09-07 14:39:07   mouse movement trajectory: ( 246, 312 )
2017-09-07 14:39:07   mouse movement trajectory: ( 228, 314 )
2017-09-07 14:39:07   mouse movement trajectory: ( 208, 316 )
2017-09-07 14:39:07   mouse movement trajectory: ( 200, 316 )
2017-09-07 14:39:07   mouse movement trajectory: ( 190, 320 )
2017-09-07 14:39:07   mouse movement trajectory: ( 182, 322 )
2017-09-07 14:39:08   mouse movement trajectory: ( 182, 322 )
2017-09-07 14:39:08   mouse movement trajectory: ( 182, 322 )
2017-09-07 14:39:08   mouse movement trajectory: ( 182, 322 )
2017-09-07 14:39:08   mouse movement trajectory: ( 182, 322 )
2017-09-07 14:39:08   mouse movement trajectory: ( 182, 322 )
2017-09-07 14:39:08   mouse movement trajectory: ( 178, 322 )
2017-09-07 14:39:08   mouse movement trajectory: ( 176, 322 )
2017-09-07 14:39:08   mouse movement trajectory: ( 174, 322 )
2017-09-07 14:39:08   mouse movement trajectory: ( 314, 294 )
2017-09-07 14:39:08   mouse movement trajectory: ( 294, 304 )
2017-09-07 14:39:08   mouse movement trajectory: ( 284, 306 )
2017-09-07 14:39:08   mouse movement trajectory: ( 276, 308 )
2017-09-07 14:39:08   mouse movement trajectory: ( 328, 286 )
2017-09-07 14:39:08   mouse movement trajectory: ( 256, 312 )
2017-09-07 14:39:08   mouse movement trajectory: ( 172, 322 )
2017-09-07 14:39:08   mouse movement trajectory: ( 170, 320 )
2017-09-07 14:39:08   mouse movement trajectory: ( 168, 314 )
2017-09-07 14:39:08   mouse movement trajectory: ( 166, 310 )
2017-09-07 14:39:09   mouse movement trajectory: ( 164, 308 )
2017-09-07 14:39:09   mouse movement trajectory: ( 164, 304 )
2017-09-07 14:39:09   mouse movement trajectory: ( 164, 302 )
2017-09-07 14:39:09   mouse movement trajectory: ( 162, 302 )
2017-09-07 14:39:09   mouse movement trajectory: ( 246, 312 )
2017-09-07 14:39:09   mouse movement trajectory: ( 228, 314 )
2017-09-07 14:39:09   mouse movement trajectory: ( 162, 300 )
2017-09-07 14:39:09   mouse movement trajectory: ( 208, 316 )
2017-09-07 14:39:09   mouse movement trajectory: ( 200, 316 )
2017-09-07 14:39:09   mouse movement trajectory: ( 190, 320 )
2017-09-07 14:39:09   mouse movement trajectory: ( 162, 298 )
2017-09-07 14:39:09   mouse movement trajectory: ( 160, 298 )
2017-09-07 14:39:09   mouse movement trajectory: ( 178, 322 )
2017-09-07 14:39:09   mouse movement trajectory: ( 176, 322 )
2017-09-07 14:39:09   mouse movement trajectory: ( 174, 322 )
2017-09-07 14:39:09   mouse movement trajectory: ( 314, 294 )
2017-09-07 14:39:09   mouse movement trajectory: ( 294, 304 )
2017-09-07 14:39:10   mouse movement trajectory: ( 284, 306 )
2017-09-07 14:39:10   mouse movement trajectory: ( 276, 308 )
2017-09-07 14:39:10   mouse movement trajectory: ( 328, 286 )
2017-09-07 14:39:10   mouse movement trajectory: ( 160, 300 )
2017-09-07 14:39:10   mouse movement trajectory: ( 256, 312 )
2017-09-07 14:39:10   mouse movement trajectory: ( 164, 310 )
2017-09-07 14:39:10   mouse movement trajectory: ( 172, 322 )
2017-09-07 14:39:10   mouse movement trajectory: ( 166, 318 )
2017-09-07 14:39:10   mouse movement trajectory: ( 170, 320 )
2017-09-07 14:39:10   mouse movement trajectory: ( 166, 324 )
2017-09-07 14:39:10   mouse movement trajectory: ( 166, 328 )
2017-09-07 14:39:10   mouse movement trajectory: ( 168, 314 )
2017-09-07 14:39:10   mouse movement trajectory: ( 166, 332 )
2017-09-07 14:39:10   mouse movement trajectory: ( 166, 310 )
2017-09-07 14:39:10   mouse movement trajectory: ( 166, 336 )
2017-09-07 14:39:10   mouse movement trajectory: ( 166, 340 )
2017-09-07 14:39:10   mouse movement trajectory: ( 166, 342 )
2017-09-07 14:39:11   mouse movement trajectory: ( 166, 346 )
2017-09-07 14:39:11   mouse movement trajectory: ( 166, 352 )
2017-09-07 14:39:11   mouse movement trajectory: ( 166, 354 )
2017-09-07 14:39:11   mouse movement trajectory: ( 166, 356 )
2017-09-07 14:39:11   mouse movement trajectory: ( 166, 358 )
2017-09-07 14:39:11   mouse movement trajectory: ( 166, 360 )
2017-09-07 14:39:11   mouse movement trajectory: ( 164, 308 )
2017-09-07 14:39:11   mouse movement trajectory: ( 166, 364 )
2017-09-07 14:39:11   mouse movement trajectory: ( 164, 366 )
2017-09-07 14:39:11   mouse movement trajectory: ( 164, 368 )
2017-09-07 14:39:11   mouse movement trajectory: ( 164, 304 )
2017-09-07 14:39:11   mouse movement trajectory: ( 162, 370 )
2017-09-07 14:39:11   mouse movement trajectory: ( 160, 372 )
2017-09-07 14:39:11   mouse movement trajectory: ( 158, 376 )
2017-09-07 14:39:11   mouse movement trajectory: ( 164, 302 )
2017-09-07 14:39:11   mouse movement trajectory: ( 156, 376 )
2017-09-07 14:39:11   mouse movement trajectory: ( 162, 302 )
2017-09-07 14:39:12   mouse movement trajectory: ( 156, 378 )
2017-09-07 14:39:12   mouse movement trajectory: ( 246, 312 )
2017-09-07 14:39:12   mouse movement trajectory: ( 154, 378 )
2017-09-07 14:39:12   mouse movement trajectory: ( 154, 380 )
2017-09-07 14:39:12   mouse movement trajectory: ( 152, 380 )
2017-09-07 14:39:12   mouse movement trajectory: ( 152, 382 )
2017-09-07 14:39:12   mouse movement trajectory: ( 150, 384 )
2017-09-07 14:39:12   mouse movement trajectory: ( 228, 314 )
2017-09-07 14:39:12   mouse movement trajectory: ( 148, 384 )
2017-09-07 14:39:12   mouse movement trajectory: ( 146, 380 )
2017-09-07 14:39:12   mouse movement trajectory: ( 162, 300 )
2017-09-07 14:39:12   mouse movement trajectory: ( 146, 378 )
2017-09-07 14:39:12   mouse movement trajectory: ( 208, 316 )
2017-09-07 14:39:12   mouse movement trajectory: ( 148, 378 )
2017-09-07 14:39:12   mouse movement trajectory: ( 150, 378 )
2017-09-07 14:39:12   mouse movement trajectory: ( 200, 316 )
2017-09-07 14:39:12   mouse movement trajectory: ( 158, 388 )
2017-09-07 14:39:13   mouse movement trajectory: ( 190, 320 )
2017-09-07 14:39:13   mouse movement trajectory: ( 162, 398 )
2017-09-07 14:39:13   mouse movement trajectory: ( 164, 418 )
2017-09-07 14:39:13   mouse movement trajectory: ( 162, 298 )
2017-09-07 14:39:13   mouse movement trajectory: ( 156, 430 )
2017-09-07 14:39:13   mouse movement trajectory: ( 146, 438 )
2017-09-07 14:39:13   mouse movement trajectory: ( 116, 444 )
2017-09-07 14:39:13   mouse movement trajectory: ( 94, 442 )
2017-09-07 14:39:13   mouse movement trajectory: ( 86, 438 )
2017-09-07 14:39:13   mouse movement trajectory: ( 80, 434 )
2017-09-07 14:39:13   mouse movement trajectory: ( 78, 430 )
2017-09-07 14:39:13   mouse movement trajectory: ( 76, 426 )
2017-09-07 14:39:13   mouse movement trajectory: ( 160, 298 )
2017-09-07 14:39:13   mouse movement trajectory: ( 76, 414 )
2017-09-07 14:39:13   mouse movement trajectory: ( 78, 406 )
2017-09-07 14:39:13   mouse movement trajectory: ( 80, 404 )
2017-09-07 14:39:13   mouse movement trajectory: ( 88, 400 )
2017-09-07 14:39:13   mouse movement trajectory: ( 96, 400 )
2017-09-07 14:39:14   mouse movement trajectory: ( 100, 400 )
2017-09-07 14:39:14   mouse movement trajectory: ( 178, 322 )
2017-09-07 14:39:14   mouse movement trajectory: ( 104, 402 )
2017-09-07 14:39:14   mouse movement trajectory: ( 106, 402 )
2017-09-07 14:39:14   mouse movement trajectory: ( 176, 322 )
2017-09-07 14:39:14   mouse movement trajectory: ( 174, 322 )
2017-09-07 14:39:14   mouse movement trajectory: ( 314, 294 )
2017-09-07 14:39:14   mouse movement trajectory: ( 294, 304 )
2017-09-07 14:39:14   mouse movement trajectory: ( 106, 400 )
2017-09-07 14:39:14   mouse movement trajectory: ( 106, 398 )
2017-09-07 14:39:14   mouse movement trajectory: ( 112, 388 )
2017-09-07 14:39:14   mouse movement trajectory: ( 134, 380 )
2017-09-07 14:39:14   mouse movement trajectory: ( 284, 306 )
2017-09-07 14:39:14   mouse movement trajectory: ( 142, 380 )
2017-09-07 14:39:14   mouse movement trajectory: ( 144, 382 )
2017-09-07 14:39:14   mouse movement trajectory: ( 144, 386 )
2017-09-07 14:39:14   mouse movement trajectory: ( 144, 390 )
2017-09-07 14:39:14   mouse movement trajectory: ( 130, 414 )
2017-09-07 14:39:15   mouse movement trajectory: ( 276, 308 )
2017-09-07 14:39:15   mouse movement trajectory: ( 106, 422 )
2017-09-07 14:39:15   mouse movement trajectory: ( 328, 286 )
2017-09-07 14:39:15   mouse movement trajectory: ( 100, 422 )
2017-09-07 14:39:15   mouse movement trajectory: ( 98, 420 )
2017-09-07 14:39:15   mouse movement trajectory: ( 160, 300 )
2017-09-07 14:39:15   mouse movement trajectory: ( 256, 312 )
2017-09-07 14:39:15   mouse movement trajectory: ( 92, 402 )
2017-09-07 14:39:15   mouse movement trajectory: ( 164, 310 )
2017-09-07 14:39:15   mouse movement trajectory: ( 92, 388 )
2017-09-07 14:39:15   mouse movement trajectory: ( 102, 358 )
2017-09-07 14:39:15   mouse movement trajectory: ( 108, 350 )
2017-09-07 14:39:15   mouse movement trajectory: ( 134, 338 )
2017-09-07 14:39:15   mouse movement trajectory: ( 160, 348 )
2017-09-07 14:39:15   mouse movement trajectory: ( 166, 368 )
2017-09-07 14:39:15   mouse movement trajectory: ( 166, 382 )
2017-09-07 14:39:15   mouse movement trajectory: ( 172, 322 )
2017-09-07 14:39:16   mouse movement trajectory: ( 160, 390 )
2017-09-07 14:39:16   mouse movement trajectory: ( 156, 394 )
2017-09-07 14:39:16   mouse movement trajectory: ( 134, 394 )
2017-09-07 14:39:16   mouse movement trajectory: ( 120, 370 )
2017-09-07 14:39:16   mouse movement trajectory: ( 120, 350 )
2017-09-07 14:39:16   mouse movement trajectory: ( 166, 318 )
2017-09-07 14:39:16   mouse movement trajectory: ( 132, 338 )
2017-09-07 14:39:16   mouse movement trajectory: ( 170, 320 )
2017-09-07 14:39:16   mouse movement trajectory: ( 138, 336 )
2017-09-07 14:39:16   mouse movement trajectory: ( 166, 324 )
2017-09-07 14:39:16   mouse movement trajectory: ( 150, 338 )
2017-09-07 14:39:16   mouse movement trajectory: ( 166, 328 )
2017-09-07 14:39:16   mouse movement trajectory: ( 152, 340 )
2017-09-07 14:39:16   mouse movement trajectory: ( 158, 346 )
2017-09-07 14:39:16   mouse movement trajectory: ( 162, 352 )
2017-09-07 14:39:16   mouse movement trajectory: ( 162, 354 )
2017-09-07 14:39:17   mouse movement trajectory: ( 162, 360 )
2017-09-07 14:39:17   mouse movement trajectory: ( 156, 366 )
2017-09-07 14:39:17   mouse movement trajectory: ( 148, 368 )
2017-09-07 14:39:17   mouse movement trajectory: ( 144, 368 )
2017-09-07 14:39:17   mouse movement trajectory: ( 168, 314 )
2017-09-07 14:39:17   mouse movement trajectory: ( 144, 362 )
2017-09-07 14:39:17   mouse movement trajectory: ( 146, 358 )
2017-09-07 14:39:17   mouse movement trajectory: ( 148, 356 )
2017-09-07 14:39:17   mouse movement trajectory: ( 156, 356 )
2017-09-07 14:39:17   mouse movement trajectory: ( 166, 332 )
2017-09-07 14:39:17   mouse movement trajectory: ( 166, 310 )
2017-09-07 14:39:17   mouse movement trajectory: ( 152, 390 )
2017-09-07 14:39:17   mouse movement trajectory: ( 166, 336 )
2017-09-07 14:39:17   mouse movement trajectory: ( 166, 340 )
2017-09-07 14:39:17   mouse movement trajectory: ( 138, 402 )
2017-09-07 14:39:17   mouse movement trajectory: ( 166, 342 )
2017-09-07 14:39:17   mouse movement trajectory: ( 130, 406 )
2017-09-07 14:39:17   mouse movement trajectory: ( 114, 408 )
2017-09-07 14:39:18   mouse movement trajectory: ( 106, 408 )
2017-09-07 14:39:18   mouse movement trajectory: ( 104, 394 )
2017-09-07 14:39:18   mouse movement trajectory: ( 104, 384 )
2017-09-07 14:39:18   mouse movement trajectory: ( 108, 370 )
2017-09-07 14:39:18   mouse movement trajectory: ( 110, 368 )
2017-09-07 14:39:18   mouse movement trajectory: ( 124, 362 )
2017-09-07 14:39:18   mouse movement trajectory: ( 166, 346 )
2017-09-07 14:39:18   mouse movement trajectory: ( 138, 364 )
2017-09-07 14:39:18   mouse movement trajectory: ( 144, 366 )
2017-09-07 14:39:18   mouse movement trajectory: ( 150, 374 )
2017-09-07 14:39:18   mouse movement trajectory: ( 152, 386 )
2017-09-07 14:39:18   mouse movement trajectory: ( 150, 396 )
2017-09-07 14:39:18   mouse movement trajectory: ( 140, 406 )
2017-09-07 14:39:18   mouse movement trajectory: ( 140, 406 )
2017-09-07 14:39:18   mouse movement trajectory: ( 140, 406 )
2017-09-07 14:39:18   mouse movement trajectory: ( 140, 406 )
2017-09-07 14:39:18   mouse movement trajectory: ( 140, 406 )
2017-09-07 14:39:18   mouse movement trajectory: ( 166, 352 )
2017-09-07 14:39:19   mouse movement trajectory: ( 124, 414 )
2017-09-07 14:39:19   mouse movement trajectory: ( 166, 354 )
2017-09-07 14:39:19   mouse movement trajectory: ( 118, 414 )
2017-09-07 14:39:19   mouse movement trajectory: ( 112, 410 )
2017-09-07 14:39:19   mouse movement trajectory: ( 166, 356 )
2017-09-07 14:39:19   mouse movement trajectory: ( 110, 406 )
2017-09-07 14:39:19   mouse movement trajectory: ( 112, 386 )
2017-09-07 14:39:19   mouse movement trajectory: ( 166, 358 )
2017-09-07 14:39:19   mouse movement trajectory: ( 126, 370 )
2017-09-07 14:39:19   mouse movement trajectory: ( 146, 364 )
2017-09-07 14:39:19   mouse movement trajectory: ( 154, 364 )
2017-09-07 14:39:19   mouse movement trajectory: ( 162, 368 )
2017-09-07 14:39:19   mouse movement trajectory: ( 164, 370 )
2017-09-07 14:39:19   mouse movement trajectory: ( 170, 378 )
2017-09-07 14:39:19   mouse movement trajectory: ( 172, 390 )
2017-09-07 14:39:19   mouse movement trajectory: ( 166, 360 )
2017-09-07 14:39:19   mouse movement trajectory: ( 172, 402 )
2017-09-07 14:39:20   mouse movement trajectory: ( 172, 406 )
2017-09-07 14:39:20   mouse movement trajectory: ( 166, 414 )
2017-09-07 14:39:20   mouse movement trajectory: ( 164, 416 )
2017-09-07 14:39:20   mouse movement trajectory: ( 154, 418 )
2017-09-07 14:39:20   mouse movement trajectory: ( 150, 414 )
2017-09-07 14:39:20   mouse movement trajectory: ( 146, 410 )
2017-09-07 14:39:20   mouse movement trajectory: ( 144, 402 )
2017-09-07 14:39:20   mouse movement trajectory: ( 164, 308 )
2017-09-07 14:39:20   mouse movement trajectory: ( 144, 394 )
2017-09-07 14:39:20   mouse movement trajectory: ( 166, 364 )
2017-09-07 14:39:20   mouse movement trajectory: ( 146, 390 )
